# energy(eV) alpha
9.304299999999999571e+00 1.249997754420079321e+00
9.323399999999999466e+00 1.263411511212517935e+00
9.342499999999999361e+00 1.271281012872763183e+00
9.361599999999999255e+00 1.263327510223722028e+00
9.380699999999999150e+00 1.257039455521764770e+00
9.399800000000000821e+00 1.276290087190005806e+00
9.418900000000000716e+00 1.257100194567973173e+00
9.438000000000000611e+00 1.256794563348917482e+00
9.457200000000000273e+00 1.265734341856590506e+00
9.476300000000000168e+00 1.274754821439196828e+00
9.495400000000000063e+00 1.236490613253779403e+00
9.514499999999999957e+00 1.210879022589234078e+00
9.533599999999999852e+00 1.202014217518359240e+00
9.552699999999999747e+00 1.181363625650402538e+00
9.571799999999999642e+00 1.177146242839164358e+00
9.590899999999999537e+00 1.187883410982520038e+00
9.609999999999999432e+00 1.192111732322178597e+00
9.629099999999999326e+00 1.180713820769254685e+00
9.648199999999999221e+00 1.188222945588179202e+00
9.667299999999999116e+00 1.160124613103976854e+00
9.686400000000000787e+00 1.152113523927046801e+00
9.705500000000000682e+00 1.136308237276714816e+00
9.724600000000000577e+00 1.126251643840846306e+00
9.743700000000000472e+00 1.113203172120153406e+00
9.762800000000000367e+00 1.104826178298694339e+00
9.781900000000000261e+00 1.102957574616615144e+00
9.801099999999999923e+00 1.101119355861177818e+00
9.820199999999999818e+00 1.092112705906004733e+00
9.839299999999999713e+00 1.083988110137948935e+00
9.858399999999999608e+00 1.078890043432852774e+00
9.877499999999999503e+00 1.071285120581579209e+00
9.896599999999999397e+00 1.067237203422857661e+00
9.915699999999999292e+00 1.084249850920761427e+00
9.934799999999999187e+00 1.093089643628109231e+00
9.953900000000000858e+00 1.096980200122232629e+00
9.973000000000000753e+00 1.078084791768468831e+00
9.992100000000000648e+00 1.050665328620691508e+00
1.001120000000000054e+01 1.048836806714546155e+00
1.003030000000000044e+01 1.054088052715379975e+00
1.004940000000000033e+01 1.084146641555513435e+00
1.006850000000000023e+01 1.077252391540569842e+00
1.008760000000000012e+01 1.052801542894931108e+00
1.010670000000000002e+01 1.052654978935590790e+00
1.012579999999999991e+01 1.038484207726891650e+00
1.014489999999999981e+01 1.045732827894940264e+00
1.016409999999999947e+01 1.063250779920454692e+00
1.018319999999999936e+01 1.070097077180775846e+00
1.020229999999999926e+01 1.057105995295043677e+00
1.022139999999999915e+01 1.037559983761997096e+00
1.024050000000000082e+01 1.026167735866749808e+00
1.025960000000000072e+01 1.023585262034016896e+00
1.027870000000000061e+01 1.007859538547270617e+00
1.029780000000000051e+01 1.000261819471068625e+00
1.031690000000000040e+01 1.002534781484285986e+00
1.033600000000000030e+01 9.870297748770943125e-01
1.035510000000000019e+01 9.707412761447544725e-01
1.037420000000000009e+01 9.720550262025232646e-01
1.039329999999999998e+01 9.646461982631425736e-01
1.041239999999999988e+01 9.597713267862268971e-01
1.043149999999999977e+01 9.661716104659071602e-01
1.045059999999999967e+01 9.623546528142644663e-01
1.046969999999999956e+01 9.558846172822830223e-01
1.048879999999999946e+01 9.718031143409111561e-01
1.050799999999999912e+01 1.003359724377832274e+00
1.052710000000000079e+01 9.937971146546468182e-01
1.054620000000000068e+01 9.798926112302702718e-01
1.056530000000000058e+01 9.541896468211876758e-01
1.058440000000000047e+01 9.480662354172330053e-01
1.060350000000000037e+01 8.982376823676883060e-01
1.062260000000000026e+01 8.961107923238221806e-01
1.064170000000000016e+01 9.352592046134796666e-01
1.066080000000000005e+01 9.101167864490747883e-01
1.067989999999999995e+01 9.079314206475780358e-01
1.069899999999999984e+01 9.304049947597344827e-01
1.071809999999999974e+01 9.233373670584470450e-01
1.073719999999999963e+01 9.384385574643823169e-01
1.075629999999999953e+01 9.052504188329321133e-01
1.077539999999999942e+01 8.932996265205288555e-01
1.079449999999999932e+01 8.840877507559984361e-01
1.081359999999999921e+01 8.945594971366388481e-01
1.083270000000000088e+01 9.164402851867867739e-01
1.085180000000000078e+01 9.216401447776920719e-01
1.087100000000000044e+01 9.104462328334749222e-01
1.089010000000000034e+01 8.882745339008162322e-01
1.090920000000000023e+01 8.639508531989764650e-01
1.092830000000000013e+01 8.524123019662734890e-01
1.094740000000000002e+01 8.263647955094620690e-01
1.096649999999999991e+01 8.465349087084650392e-01
1.098559999999999981e+01 8.443072429664910672e-01
1.100469999999999970e+01 8.432203924650892857e-01
1.102379999999999960e+01 8.262300727257791966e-01
1.104289999999999949e+01 8.353928207956453633e-01
